231,ゴマゾウ,Phanpy - ファンピ,「当歳駒（とうさいごま。その年に生まれた馬）」＋「ごますり（他人に気に入られるように振る舞う）」＋「象（哺乳綱ゾウ目に属する動物の総称）」 ＋「胡麻（のように小さい）」,「Elephant（象）」
232,ドンファン,Donphan - ドンファン,「マストドン（ゾウ目マムート科マムート属に属する大型の哺乳類の総称。約4000万年前から11000年前まで生存していた）」＋「エレファント（象）」 ＋「ドン（古代ギリシャ語で歯。恐竜や怪獣の名前でも使われる）」＋「ドン（スペイン語・ポルトガル語等で貴族や聖職者の男性に使われる尊称。転じて首領、ボス、権力者、実力者）」＋「ドンドン（足音を表す擬音語）」【参考】「エレファン（フランス語で象）」＋「鈍」＋「ドン・フアン（スペイン文学に登場する人物名）」,「ドンファン」＋「Mastodon（ゾウ目マムート科マムート属に属する大型の哺乳類の総称。約4000万年前から11000年前まで生存していた）」＋「Elephant（象）」＋「Don（スペイン語・ポルトガル語等で貴族や聖職者の男性に使われる尊称。転じて首領、ボス、権力者、実力者）」
233,ポリゴン2,Porygon2 - ポリゴントゥー,「ポリゴン（3D）」＋「ツー（２）」,「ポリゴン2」＋「Polygon（3D）」＋「２」
234,オドシシ,Stantler - スタントラー,「驚かす」＋「しし（鹿）」 【参考】「踊る」＋「鹿踊り（獅子踊り）」＋「ししおどし（鳥獣を追い払うための装置）」,「Stag（雄の鹿）」＋「Stun（気絶させる）」＋「Stare（じっと見る）」＋「Antler（枝角）」
235,ドーブル,Smeargle - スミアグル,「ドーブ（塗料を塗る、下手な絵を描く）」＋「ダブル（ちょっと手を出す、水や泥を服等に跳ねかける）」＋「ドードル（いたずら書き）」＋「プードル（犬の一種）」 ＋「ルーブル美術館（パリにあるフランスの国立博物館）」【参考】「ドーベルマン（犬の一種）」＋「ビーグル（犬の一種）」＋「ブルドッグ（犬の一種）」,「Smear（汚れ）」＋「Beagle（犬・ビーグル）」【参考】「Smeagol（スミアゴル。ロード・オブ・ザ・リングの登場人物）」
236,バルキー,Tyrogue - タイローグ,「バルキー（かさばった）」＋「馬力」＋「やる気」＋「ルーキー（新人）」＋「ボーキー（強情）」 ＋「バローラス（勇ましい）」【参考】「ヴァルキリー（ワルキューレ。北欧神話に登場するオーディンに従える女神）」,「Tyro（初心者）」＋「Tyke（子供）」＋「Mike tyson（マイク・タイソン。アメリカのプロボクサーで元世界ヘビー級チャンピオン）」＋「Rogue（悪者）」＋「Tyrant（専制者）」
237,カポエラー,Hitmontop - ヒトモントップ,「カポエイラ（ブラジルの格闘技）」 ＋「エラー（失策）」,「Hitman（殺し屋）」＋「Monster（怪物）」＋「Top（頂点）」
238,ムチュール,Smoochum - スムーチャム,「夢中」＋「チュー（チュウ。キスの音を表す擬音語。キスをすることをチューするという）」＋「アバンチュール（フランス語で冒険、珍事。日本では恋の冒険、危険な恋を指す）」,「Smooch（キス）」＋「Chum（幼友達）」
239,エレキッド,Elekid - エレキッド,「エレキテル（電気、略語でエレキ）」＋「キッド（子供）」,「エレキッド」＋「Electric（電気）」＋「Kid（子供）」
240,ブビィ,Magby - マグビィ,「ブースト（増幅）」＋「ベビー（赤ちゃん）」 ＋「ブービー（カツオドリ属。カツオドリ目カツオドリ科に属する鳥類の総称）」,「Magma（マグマ。地下に存在する高温で溶融状態の物質）」＋「Baby（赤ちゃん）」＋「ブビィ」
241,ミルタンク,Miltank - ミルタンク,「ミルク（牛乳）」＋「タンク（貯蔵庫、戦車）」,「ミルタンク」＋「Milk（牛乳）」＋「Tank（貯蔵庫）」
242,ハピナス,Blissey - ブリシィ,「ハピネス（幸運）」＋「ルピナス（いつも幸せという花言葉を持つ花）」＋「ナース（看護婦）」＋「ビーナス（ローマ神話の愛と美の女神）」,「Bliss（至福）」＋「Ei（ドイツ語で卵）」＋「y（動名詞に付けて次の意味の形容詞を作る言葉）」＋「Chansey（ラッキーの英語名）」
243,ライコウ,Raikou - ライコウ,「雷（ライ）」＋「雷光」＋「公爵（貴族や諸侯や華族の称号の一つ）」＋「皇帝（君主の称号の一つ）」 ＋「パラライズ（麻痺させる）」＋「雷獣（落雷とともに現れる妖怪）」＋「雷公（中国神話に登場する雷の神様）」,「ライコウ」
244,エンテイ,Entei - エンテイ,「炎（エン）」＋「帝王（君主の称号の一つ）」 ＋「皇帝（君主の称号の一つ）」＋「炎帝（中国神話に登場する医学と太陽の神・神農の別名）」【参考】「炎天（太陽の日差しが強く焼きつけるような空）」,「エンテイ」
245,スイクン,Suicune - スイクーン,「水（スイ）」＋「水晶」＋「君主（国を代表し統帥する最高の地位にある者）」,「スイクン」＋「Tycoon（君主・大君）」【参考】「Cune（胸キュン）」
246,ヨーギラス,Larvitar - ラーヴィター,「幼虫（サナギになる前）」＋「ギラリ（睨んだ様子を表す擬態語）」＋「アンキロサウルス（白亜紀後期に生息した草食恐竜の一種）」 ＋「幼児」【参考】「幼生（卵からかえった子が親と違う形をしている状態）」＋「アンギラス（ゴジラシリーズの怪獣）」＋「デンジャラス（危険な）」＋「嫌い」,「Larva（幼虫）」＋「Lava（溶岩）」＋「Monitar（大トカゲ）」
247,サナギラス,Pupitar - ピュピター,「サナギ」＋「ギラリ（睨んだ様子を表す擬態語）」＋「アンキロサウルス（白亜紀後期に生息した草食恐竜の一種）」 【参考】「アンギラス（ゴジラシリーズの怪獣）」＋「デンジャラス（危険な）」＋「嫌い」,「Pupa（サナギ）」＋「Monitar（大トカゲ）」＋「Jupiter（木星）」
248,バンギラス,Tyranitar - ティラニター,「晩成」＋「ギラリ（睨んだ様子を表す擬態語）」＋「アンキロサウルス（白亜紀後期に生息した草食恐竜の一種）」 ＋「野蛮」＋「番長」【参考】「晩年」＋「アンギラス（ゴジラシリーズの怪獣）」＋「バン（破滅）」＋「デンジャラス（危険な）」＋「ビッグバン（ビッグバン理論で宇宙初期の超高温度・超高密度の状態）」＋「嫌い」,「Tyrannosaurus（ティラノサウルス。大型肉食恐竜）」＋「Monitar（大トカゲ）」＋「Tyrannize（暴威を振るう）」＋「Tyranny（暴虐）」＋「Tyrant（暴君）」
248,メガバンギラス,MegaTyranitar - メガティラニター,「メガ（ギリシャ語で大きい）」＋「バンギラス（ポケモン名）」,「Mega（大きい）」＋「Tyranitar（ポケモン名）」
249,ルギア,Lugia - ルギア,「アルギュロス（ギリシャ語で銀）」＋「アギル（素早い。アギルを逆にしてルギア）」＋「ルキア（ラテン語で光）」 ＋「ギル（ウロコ。ギルを逆にしてルギ）」＋「ジャイアント（巨大。Giantの頭文字・Gia）」＋「ガストリマルギア（古代ギリシャ語で暴食）」＋「ルナ（ローマ神話に登場する月の女神。ラテン語で月、現在でもイタリア語・スペイン語・ポルトガル語等のヨーロッパの様々な言語で月を意味する）」【参考】「ルキアノス（古代ローマ帝国時代の作家）」＋「メタルギア（金属の変速機）」＋「アージェンタム（ラテン語で銀。Argentum）」＋「ルテチウム（原子番号71の元素）」＋「ルジェオ（ラテン語で潜む）」＋「ルテティア（前ローマ時代およびローマ時代のガリア地方にあった町）」,「ルギア」
250,ホウオウ,Ho-Oh - ホウオウ,「鳳凰（中国の伝説にある想像上の瑞鳥）」＋「王」,「ホウオウ」
251,セレビィ,Celebi - セレビ,「セレクト＋ビー（初代ポケモンでミュウを出すためのバグ技のコマンド）」＋「セレブ（神に祝福された者）」＋「セレブレイト（祝う、賞賛する）」＋「精霊（万物の根源をなすとされる気、生物等に宿る超自然的存在）」＋「アイビー（蔦類の総称）」＋「ベビー（赤ちゃん。ベイビィーとも呼ばれる）」 ＋「セラピー（治療）」【参考】「セロリ（セリ科の一年草または越年草）」＋「セレブリティー（有名人、名士）」＋「セレスティアル（天体の）」＋「セレニティ（静けさ、静寂、平静、安らぎ）」＋「ビー（蜂）」＋「ビーイング（存在）」,「セレビィ」
252,キモリ,Treecko - ツリーッコ,「木」＋「森」＋「守り」＋「ヤモリ（爬虫綱有鱗目ヤモリ科ヤモリ属の総称）」 ＋「イモリ（両生綱有尾目イモリ亜目の総称）」【参考】「木守（こもり。庭等の樹木の番人）」,「Tree（木）」＋「Gecko（ヤモリ）」
253,ジュプトル,Grovyle - グロバイル,「樹」＋「ジュラ紀（中生代を三分した場合の２番目の時代）」＋「ラプトル（古代ギリシャ語で略奪者。恐竜や怪獣の名前でも使われる）」 ＋「レプタイル（爬虫類）」,「Grove（小森）」＋「Ivy（蔦）」＋「Reptile（爬虫類の動物）」＋「Gargoyle（ガーゴイル。ヨーロッパの建物に飾ってある魔物の石像）」
254,ジュカイン,Sceptile - セップタイル,「樹海（海のように広大な森林）」＋「ジュラ紀（中生代を三分した場合の２番目の時代）」 ＋「樹（ジュ）」【参考】「カイン（アダムとイブの息子）」＋「マイトガイン（勇者特急マイトガインに登場するロボット）」＋「カイン（ファイナルファンタジー４の登場人物）」,「Sceptridium ternatum（フユノハナワラビの学名）」＋「Scepter（王権）」＋「Reptile（爬虫類の動物）」
254,メガジュカイン,MegaSceptile - メガセップタイル,「メガ（ギリシャ語で大きい）」＋「ジュカイン（ポケモン名）」,「Mega（大きい）」＋「Sceptile（ポケモン名）」
255,アチャモ,Torchic - トーチック,「赤ちゃん」＋「軍鶏（シャモ。ニワトリの一種）」＋「チャボ（ニワトリの品種名で日本の天然記念物）」 ＋「アチュー（琉球語で熱い物の小児語）」＋「熱い（あちゃ！という火傷時の声）」＋「赤子（生まれて間もない子）」,「Torch（たいまつ）」＋「Chick（ひよこ）」
256,ワカシャモ,Combusken - コンバスケン,「若鶏（生後三か月から五か月の雛鶏）」＋「軍鶏（シャモ。ニワトリの一種）」 ＋「若い」,「Combustion（燃焼）」＋「Chicken（にわとり）」
257,バシャーモ,Blaziken - ブレイズィケン,「婆（バ）」＋「バーン（やけど）」＋「バースト（爆発する、破裂する）」＋「バーニング（燃える、焼ける）」＋「バシラス（ギリシャ語で王）」＋「軍鶏（シャモ。ニワトリの一種）」 ＋「晩成」【参考】「バーン（破裂や爆発した音を表す擬音語）」＋「馬」＋「ばさら（遠慮なく勝手に振る舞うこと）」＋「毘沙門天（七福神の一）」＋「バシリスク（有鱗目イグアナ科・バシリスク科の属）」＋「爆炎」,「Blaze（火炎）」＋「Chicken（にわとり）」＋「Like（好む）」
257,メガバシャーモ,MegaBlaziken - メガブレイズィケン,「メガ（ギリシャ語で大きい）」＋「バシャーモ（ポケモン名）」,「Mega（大きい）」＋「Blaziken（ポケモン名）」
258,ミズゴロウ,Mudkip - マッドキッピ,「水」＋「ムツゴロウ（スズキ目ハゼ亜目ハゼ科に分類される魚）」,「Mud（泥）」＋「Skip（スキップ）」
259,ヌマクロー,Marshtomp - マーシュトンプ,「沼」＋「クロー（爪）」 ＋「クロール（泳法の一つ）」＋「クレー（粘土、赤土）」＋「ムツゴロウ（スズキ目ハゼ亜目ハゼ科に分類される魚）」【参考】「黒」＋「クローフィッシュ（ザリガニ）」,「Marsh（沼沢）」＋「Stomp（踏みつける）」
260,ラグラージ,Swampert - スワンペート,「ラグーン（砂州等により海と切り離されてできた湖や沼）」＋「ラージ（大きい）」＋「ラージャ（インド語で王）」 ＋「グランド（雄大な、フランス語で大きい。グランドのグラを逆にしてラグ）」＋「グラッジ（怨念、悪意）」＋「サージ（大波、うねり）」【参考】「レージ（激怒）」,「Swamp（沼地）」＋「Rampart（城壁）」＋「Expert（熟練者）」＋「Earth（大地）」
260,メガラグラージ,MegaSwampert - メガスワンペート,「メガ（ギリシャ語で大きい）」＋「ラグラージ（ポケモン名）」,「Mega（大きい）」＋「Swampert（ポケモン名）」
261,ポチエナ,Poochyena - プチエナ,「ポチ（代表的な犬の名前）」＋「ハイエナ（食肉目ハイエナ科の哺乳類の総称）」 ＋「プチ（フランス語で小さくて可愛い）」【参考】「一人ぽっち（一人ぼっち）」＋「ポーチ（小さな袋）」,「Pooch（犬）」＋「Hyena（ハイエナ。食肉目ハイエナ科の哺乳類の総称）」＋「ポチエナ」
262,グラエナ,Mightyena - マイティエナ,「グランド（雄大な、フランス語で大きい）」＋「ハイエナ（食肉目ハイエナ科の哺乳類の総称）」 ＋「グロウル（犬が怒って唸る時の声）」,「Mighty（力強い）」＋「Hyena（ハイエナ。食肉目ハイエナ科の哺乳類の総称）」
263,ジグザグマ,Zigzagoon - ズィグザグーン,「ジグザグ（稲妻形、Z字形）」＋「アライグマ（タヌキに似た哺乳綱食肉目アライグマ科アライグマ属に分類される哺乳類）」 ＋「アナグマ（食肉目の哺乳類の一種）」＋「熊（クマ科の哺乳類の総称）」,「Zigzag（ジグザグ。稲妻形、Z字形）」＋「Raccoon（アライグマ）」＋「Raccoondog（タヌキ）」＋「Goon（頓馬）」＋「Gone（行った）」＋「ジグザグマ」
263,ジグザグマ（ガラルのすがた）,Zigzagoon（Galarian） - ズィグザグーン（ガラリアン）,「ジグザグマ（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Zigzagoon（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
264,マッスグマ,Linoone - リヌーン,「まっすぐ」＋「アナグマ（食肉目の哺乳類の一種）」 ＋「アライグマ（タヌキに似た哺乳綱食肉目アライグマ科アライグマ属に分類される哺乳類）」＋「熊（クマ科の哺乳類の総称）」,「Line（線）」＋「Raccoon（アライグマ）」＋「Raccoon dog（タヌキ）」＋「Gone（行った）」
264,マッスグマ（ガラルのすがた）,Linoone（Galarian） - リヌーン（ガラリアン）,「マッスグマ（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Linoone（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
265,ケムッソ,Wurmple - ワーンプル,「毛虫」＋「ロッソ（イタリア語で赤）」,「Worm（蠕虫。細長くて足がない下等動物の俗称）」＋「Wurm（Worm、Wyrm。ヨーロッパの神話や民話に登場する伝説の生物。細長い蛇のようなドラゴンや大蛇を表す）」＋「Purple（紫）」＋「Rumple（しわくちゃにする）」
266,カラサリス,Silcoon - シルクーン,「殻」＋「クリサリス（サナギ）」,「Silk（絹）」＋「Cocoon（繭）」
267,アゲハント,Beautyfly - ビューティーフライ,「アゲハ蝶（チョウ目・アゲハチョウ上科・アゲハチョウ科に分類されるチョウの総称）」＋「ハント（狩り）」,「Beauty（美しい）」＋「Butterfly（蝶）」＋「Fly（飛ぶ）」
268,マユルド,Cascoon - キャスクーン,「繭（まゆ。完全変態をする昆虫の幼虫が口から糸状の粘質分泌物を出して作る覆い）」＋「シールド（保護する物、盾）」＋「ホールド（抱く）」,「Cask（樽）」＋「Cocoon（繭）」
269,ドクケイル,Dustox - ダストックス,「毒蛾」＋「ケール（ハゴロモカンラン。アブラナ科の野菜。タマナヤガ等の蛾の幼虫が好む）」＋「ゲイル（強風）」 ＋「毒気（毒となる成分）」【参考】「毒」＋「スケール（うろこ、鱗片）」,「Dust（埃）」＋「Toxic（有毒）」＋「Box（箱）」
270,ハスボー,Lotad - ロータッド,「蓮（ハス科の多年性水生植物の総称）」＋「帽子」＋「赤ん坊」 ＋「ボーボー（草等がふさふさしている様子を表す擬態語）」【参考】「坊主」,「Lotus（蓮）」＋「Lily pad（スイレンの葉）」
271,ハスブレロ,Lombre - ロンブレ,「蓮（ハス科の多年性水生植物の総称）」＋「ソンブレロ（メキシコの人達がかぶる帽子）」 ＋「アンブレラ（雨傘）」,「Lotus（蓮）」＋「Umbrella（傘）」＋「Timbre（音色）」＋「Hombre（スペイン語で男）」
272,ルンパッパ,Ludicolo - ルディコロ,「ルンバ（19世紀初頭におこった舞曲）」＋「河童（水界にすむと考えられている動物）」 ＋「ルンパッパ（1960年代の黄桜のCMに出てくる河童の歌の一部分）」＋「ルンルン（明るい気分を表す擬態語）」＋「葉っぱ」【参考】「ウンパッパ（イギリスのミュージカル映画・OLIVER！から生まれた童謡）」,「Ludicrous（滑稽な）」＋「Piccolo（ピッコロ）」
273,タネボー,Seedot - シードット,「種」＋「帽子」＋「赤ん坊」 ＋「寝坊」＋「ボール（球）」【参考】「ボーボー（草等がふさふさしている様子を表す擬態語）」＋「坊主」,「Seed（種）」＋「Dot（点のように小さいもの）」＋「Dicotyledon（双子葉植物）」
274,コノハナ,Nuzleaf - ナズリーフ,「木の葉」＋「巨（コ）」＋「鼻」 ＋「木の花（梅の異称）」【参考】「花」＋「コノハナザクラ（桜。ヤマザクラの変種）」＋「コノハナノサクヤビメ（日本神話に登場する女神）」,「Nuzzle（鼻で擦る）」＋「Leaf（葉）」
275,ダーテング,Shiftry - シフトリー,「駄（ダ）」＋「ダーティー（きたない）」＋「天狗（日本固有の山の神）」 ＋「堕天使（キリスト教で悪魔）」＋「ダーク（暗い）」＋「ダー！（プロレスラー・アントニオ猪木の掛け声）」＋「天狗猿（鼻が長いオナガザル科の哺乳類）」,「Shift（移動）」＋「Tree（木）」＋「Try（挑戦する）」
276,スバメ,Taillow - テイロー,「スワロー（ツバメ）」＋「ツバメ（スズメ目・ツバメ目の総称）」 ＋「スズメ目（ツバメはスズメ目ツバメ科の鳥）」＋「素早い」,「Tail（尻尾）」＋「Swallow（ツバメ）」
277,オオスバメ,Swellow - スウェロー,「大きい」＋「スワロー（ツバメ）」＋「ツバメ（スズメ目・ツバメ目の総称）」 ＋「スズメ目（ツバメはスズメ目ツバメ科の鳥）」＋「素早い」,「Swell（膨れる）」＋「Swallow（ツバメ）」
278,キャモメ,Wingull - ウィンガル,「シーキャット（ウミネコ。チドリ目カモメ科に分類される海鳥）」＋「カモメ（鳥綱チドリ目カモメ科カモメ属の総称）」 【参考】「キャット（猫）」,「Wing（翼）」＋「Gull（カモメ）」
279,ペリッパー,Pelipper - ペリッパー,「ペリカン（ペリカン目ペリカン科の総称）」＋「フリッパー（水泳等に用いるゴム製の足ひれ）」 【参考】「アッパー（上部）」,「ペリッパー」＋「Pelican（ペリカン。ペリカン目ペリカン科の総称）」＋「Flipper（水泳等に用いるゴム製の足ひれ）」＋「Upper（上部）」
280,ラルトス,Ralts - ラルツ,「アルトラルボディ（心霊科学で幽体、アストラル体）」 ＋「ラル（感情を和らげる）」＋「ミュートス（ギリシャ語で神話）」＋「トレース（痕跡）」＋「ワルツ（円舞曲）」【参考】「アラトス（人名／ギリシャの詩人。唯一現存する叙事詩「天界現象」は、ローマ人にも愛好された）」＋「トス（投げ上げる）」,「Waltz（ワルツ。円舞曲）」＋「ラルトス」
281,キルリア,Kirlia - カーリア,「キルリアン写真（生物のオーラが写る写真）」,「Kirlian Photograph（キルリアン写真）」＋「キルリア」
282,サーナイト,Gardevoir - ガーデヴァー,「サー（ナイトに許される称号）」＋「ナイト（騎士）」 ＋「セイント（聖者）」【参考】「サーモメータ（温度計）」＋「ナイト（夜）」,「Guardian（守護する）」＋「Devoir（義務）」
282,メガサーナイト,MegaGardevoir - メガガーデヴァー,「メガ（ギリシャ語で大きい）」＋「サーナイト（ポケモン名）」,「Mega（大きい）」＋「Gardevoir（ポケモン名）」
283,アメタマ,Surskit - サースキット,「アメンボ（アメンボ科・アメンボ亜科の総称）」＋「雨」＋「水玉」 ＋「玉（球、珠）」＋「玉ねぎ（頭の部分が似ている）」【参考】「飴玉」＋「卵」＋「魂」,「Surface（水上）」＋「Skitter（滑るように走る）」
284,アメモース,Masquerain - マスケレイン,「アメンボ（アメンボ科・アメンボ亜科の総称）」＋「雨」＋「モース（蛾）」＋「アネモス（ギリシャ語で風）」 【参考】「モスキート（蚊）」＋「モース硬度（鉱物に対する硬さの尺度）」,「Masquerade（仮装舞踏会）」＋「Rain（雨）」
285,キノココ,Shroomish - シュルーミシュ,「キノコ（菌類の一つでいろんな種類がある）」＋「子」 ＋「小」【参考】「のこのこ（何も知らずに現れる様子）」,「Mashroom（マッシュルーム）」＋「～ish（形容詞語尾、～のような）」
286,キノガッサ,Breloom - ブレルーム,「キノコ傘（キノコの傘。キノコの上部の帽子のような部分）」 ＋「キヌガサタケ（スッポンタケ科のキノコ）」＋「笠（日光等が当たらないように頭にかぶるもの）」,「Mashroom（マッシュルーム）」＋「Umbrella（傘）」＋「Break（砕く）」
287,ナマケロ,Slakoth - スラコス,「怠けろ（怠けるの命令形）」＋「ナマケモノ（ミユビナマケモノ科とフタユビナマケモノ科に属する動物の総称）」 ＋「けろっと（何事もないように平然としている様子）」,「Slack（だらけた）」＋「Sloth（ナマケモノ）」
288,ヤルキモノ,Vigoroth - ヴィゴロス,「やる気」＋「ナマケモノ（ミユビナマケモノ科とフタユビナマケモノ科に属する動物の総称）」 【参考】「怠け者」,「Vigorous（活気に満ちた）」＋「Sloth（ナマケモノ）」
289,ケッキング,Slaking - スラキング,「欠勤」＋「キングコング（1933・1976年公開のアメリカ映画「キングコング」に登場する怪獣）」 ＋「欠伸（あくび。それぞれの漢字を音読みするとケッシン）」＋「キング（王）」,「Slack（だらけた）」＋「King Kong（キングコング。1933・76年公開のアメリカ映画「キングコング」に登場する怪獣）」＋「ケッキング」＋「King（王）」
290,ツチニン,Nincada - ニンカダ,「土」＋「忍者」＋「土遁の術（忍術の一種）」,「Ninja（忍者）」＋「Cicada（蝉）」
291,テッカニン,Ninjask - ニンジャスク,「鉄火（威勢がいい）」＋「忍者」 ＋「鉄仮面（ポーカーフェイスである人物の呼称）」【参考】「宇宙の騎士テッカマン（1975年に放送されたタツノコプロ制作のSFアニメ）」,「Ninja（忍者）」＋「Mask（仮面）」
292,ヌケニン,Shedinja - シェディンジャ,「抜け殻」＋「忍者」＋「抜け忍（忍者の組織を抜けた者）」,「Ninja（忍者）」＋「Shed（脱皮）」
293,ゴニョニョ,Whismur - ウィスマー,「ゴニョゴニョ（小さな話し声を表す擬態語）」,「Whisper（囁く）」＋「Murmur（ざわめく）」
294,ドゴーム,Loudred - ラウドレッド,「怒号（怒って大声で叫ぶ）」＋「ドーム（破滅）」＋「ボム（爆弾）」 ＋「轟音（轟きわたる大きな音）」【参考】「ドーム球場」,「Loud（騒がしい）」＋「Dread（恐怖）」
295,バクオング,Exploud - エクスプラウド,「爆音」＋「音楽」＋「キング（王）」 【参考】「ジュディ・オング（人名／台湾出身の歌手・女優・版画家。本名は翁倩玉＝ウォン・チエンユィ）」,「Loud（騒がしい）」＋「Explode（感情が激発する）」＋「Lord（君主）」
296,マクノシタ,Makuhita - マクヒタ,「幕下（力士の階級）」＋「～ノ～（四股名によく使われる）」,「マクノシタ（nosを抜いたもの）」
297,ハリテヤマ,Hariyama - ハリヤマ,「張り手（相撲の一手）」＋「～山（四股名によく使われる）」 【参考】「張り合う」＋「針山」,「ハリテヤマ（teを抜いたもの）」
298,ルリリ,Azurill - アズリル,「瑠璃色」 【参考】「リリパット（ジョナサン・スウィフトのガリバー旅行記に登場する小人国）」,「Azure（空色）」＋「Rill（小川）」＋「Azumarill（マリルリの英語名）」
299,ノズパス,Nosepass - ノーズパス,「ノーズ（鼻）」＋「コンパス（羅針盤）」＋「パス（進路）」 ＋「ノース（北。方位磁石のN極）」【参考】「ノズル（気体や液体を噴き出させるための筒状の装置）」,「ノズパス」＋「Nose（鼻）」＋「Compass（コンパス）」
300,エネコ,Skitty - スキティー,「イエネコ（猫の学名）」＋「エノコログサ（ねこじゃらし）」 ＋「子猫」【参考】「小」＋「エネルギー」,「Kitty（子猫）」＋「Skittish（おてんば）」＋「Skitter（滑るように走る）」
301,エネコロロ,Delcatty - デルカッティー,「イエネコ（猫の学名）」＋「エノコログサ（ねこじゃらし）」＋「寝転がる」 ＋「子猫」＋「ゴロゴロニャーン（猫等の仕草の一つ）」＋「コロコロ（南アメリカ中西部に自生する小型で縦縞模様の野生の猫）」【参考】「エネルギー」＋「心」,「Delicate（優美）」＋「Kitty（子猫）」＋「Catty（猫のような）」
302,ヤミラミ,Sableye - セーブライ,「暗闇」＋「ミラー（鏡）」＋「睨み」 ＋「薮睨み（片一方の視線は合っているがもう一方が合っていない斜視のこと）」＋「恨み」【参考】「ラミー（トランプ遊びの一種）」＋「ミラー（鏡）」＋「眩み（くらやみポケモンのやを除いてくらみ）」＋「ラミア（ヨーロッパに出てくる半人半獣の魔物）」,「Sable（暗黒な）」＋「Eye（目）」
302,メガヤミラミ,MegaSableye - メガセーブライ,「メガ（ギリシャ語で大きい）」＋「ヤミラミ（ポケモン名）」,「Mega（大きい）」＋「Sableye（ポケモン名）」
303,クチート,Mawile - マワイル,「口」＋「チート（騙す）」＋「イート（食べる）」,「Maw（胃や喉）」＋「Wile（騙す）」＋「Trick（策略）」
303,メガクチート,MegaMawile - メガマワイル,「メガ（ギリシャ語で大きい）」＋「クチート（ポケモン名）」,「Mega（大きい）」＋「Mawile（ポケモン名）」
304,ココドラ,Aron - アロン,「小」＋「子」＋「古銅輝石（安山岩に含まれる鉱石の一つ）」＋「コモドドラゴン（コモドオオトカゲ。爬虫綱有鱗目オオトカゲ科オオトカゲ属のトカゲ）」 ＋「ドラゴン（竜）」＋「小銅鑼（金属性の円盤をひもでつるした打楽器）」＋「ゴジラ（1954年に東宝が公開した特撮怪獣映画）」【参考】「ドランク（酔った）」＋「古銅（古代の銅）」＋「ゴンドラ（人や機器を乗せるかご）」＋「ゴドラ星人（ウルトラセブンに登場する宇宙人）」＋「此処」,「Iron（鉄）」＋「Arm（腕）」＋「Armor（鎧）」＋「Armadillo（アルマジロ）」
305,コドラ,Lairon - レーロン,「古銅輝石（安山岩に含まれる鉱石の一つ）」＋「コモドドラゴン（コモドオオトカゲ。爬虫綱有鱗目オオトカゲ科オオトカゲ属のトカゲ）」 ＋「ドラゴン（竜）」＋「小銅鑼（金属性の円盤をひもでつるした打楽器）」＋「ゴジラ（1954年に東宝が公開した特撮怪獣映画）」【参考】「ドランク（酔った）」＋「古銅（古代の銅）」＋「ゴンドラ（人や機器を乗せるかご）」＋「ゴドラ星人（ウルトラセブンに登場する宇宙人）」,「Iron（鉄）」＋「Lair（ねぐら）」
306,ボスゴドラ,Aggron - アッグロン,「ボス（親分）」＋「古銅輝石（安山岩に含まれる鉱石の一つ）」＋「コモドドラゴン（コモドオオトカゲ。爬虫綱有鱗目オオトカゲ科オオトカゲ属のトカゲ）」 ＋「凄（すご）」＋「ドラゴン（竜）」＋「小銅鑼（金属性の円盤をひもでつるした打楽器）」＋「ゴジラ（1954年に東宝が公開した特撮怪獣映画）」【参考】「ボス（両者、両方）」＋「ゴッド（神）」＋「ドランク（酔った）」＋「古銅（古代の銅）」＋「ゴンドラ（人や機器を乗せるかご）」＋「ゴドラ星人（ウルトラセブンに登場する宇宙人）」,「Iron（鉄）」＋「Aggressive（攻撃的）」＋「Aggression（侵略）」＋「Aggravate（悪化させる）」
306,メガボスゴドラ,MegaAggron - メガアッグロン,「メガ（ギリシャ語で大きい）」＋「ボスゴドラ（ポケモン名）」,「Mega（大きい）」＋「Aggron（ポケモン名）」
307,アサナン,Meditite - メディタイト,「アサナ（アーサナ。ヨガのポーズ。サンスクリット語でポーズ）」＋「軟（しなやか）」 ＋「難（難しい）」,「Meditate（黙想する）」＋「Petite（小柄な女性）」
308,チャーレム,Medicham - メディチャム,「チャーム（まじない、呪文）」＋「ハーレムパンツ（下にいくにしたがい膨らみ裾口をひも絞りにしたゆったりしたパンツ）」 ＋「チャイナ（中国）」＋「チャーム（魅惑する）」＋「レム睡眠（比較的浅い眠りにある状態）」【参考】「チャレンジ（挑戦する）」＋「チャンピオン（闘士、優勝者）」＋「ハーレム（黒人街）」＋「レムレス（古代ローマに出てくる幽霊）」,「Meditate（黙想する）」＋「Champion（優勝者）」
308,メガチャーレム,MegaMedicham - メガメディチャム,「メガ（ギリシャ語で大きい）」＋「チャーレム（ポケモン名）」,「Mega（大きい）」＋「Medicham（ポケモン名）」
309,ラクライ,Electrike - エレクトライク,「落雷」 ＋「パラライズ（麻痺させる）」＋「ライオン（食肉目ネコ科ヒョウ属に分類される肉食動物。百獣の王と呼ばれる）」,「Electric（電気の）」＋「Strike（攻撃する）」＋「Tyke（のら犬）」
