#,Name,Origins
424,Ambipom,ambi- - prefix meaning ‘both’; palm - referring to hand; pom-pom - cheerleading decoration
425,Drifloon,drift - to float through the air; balloon - object that contains helium and floats;
426,Drifblim,drift - to float through the air; blimp - a floating air ship;
427,Buneary,"bunny - slang for rabbit, a small mammal with long ears; ear - body part that senses sound;"
428,Lopunny,"lop-eared - type of rabbit whose ears droop down; bunny - slang for rabbit, a small mammal with long ears;"
429,Mismagius,mischief - annoying or disruptive actions; magus - magic-wielding characters in fantasy & fiction;
430,Honchkrow,"honcho - leader, boss; crow - a species of bird;"
431,Glameow,glamour - expensive good looks; meow - the sound a cat makes;
432,Purugly,purr - sound a cat makes when content; ugly - unpleasant looking;
433,Chingling,chime - to ring out (e.g. a bell); jingling - the sound of a bell ringing;
434,Stunky,skunk - rodent known for emitting a foul smell; stinky - unpleasant smelling;
435,Skuntank,skunk - rodent known for emitting a foul smell; tank - an armored vehicle;
436,Bronzor,bronze - a type of metal; mirror - reflective piece of glass;
437,Bronzong,bronze - a type of metal; dong - the deep chime of a bell;
438,Bonsly,bonsai - a miniature tree; sly - clever or tricky;
439,Mime Jr.,mime artist - a silent performer; junior - younger;
440,Happiny,happy - joyful; tiny - small;
441,Chatot,chat - to talk; tot - a small child;
442,Spiritomb,spirit - a ghost; tomb - a burial chamber;
443,Gible,gargoyle - grotesque carved ornament; nibble - make small bites;
444,Gabite,gargoyle - grotesque carved ornament; bite - cut or wound with the teeth;
445,Garchomp,gargoyle - grotesque carved ornament; chomp - bite down heavily;
446,Munchlax,"munch - to eat; relax - chill out, slacken;"
447,Riolu,"orichalcum - an ancient, mythical metal (‘Riolu’ is the Japanese syllables switched around);"
448,Lucario,"orichalcum - an ancient, mythical metal (‘Lucario’ is the Japanese syllables reversed);"
449,Hippopotas,hippopotamus - large African mammal;
450,Hippowdon,hippopotamus - large African mammal; powder - fine grains e.g. sand; -don - common dinosaur suffix; Greek for ‘tooth’
451,Skorupi,scorpion - creature with pincers and a stinger in its tail;
452,Drapion,dragon - mythical fire-breathing creature; scorpion - creature with pincers and a stinger in its tail;
453,Croagunk,croak - the sound a frog makes; gunk - slimy or oily matter;
454,Toxicroak,toxic - poisonous; croak - the sound a frog makes;
455,Carnivine,carnivore - meat-eating creature; vine - long strands of a plant;
456,Finneon,fin - wing-like organ on a fish; neon - inert gas that glows brightly;
457,Lumineon,luminous - shining brightly; neon - inert gas that glows brightly;
458,Mantyke,manta ray - marine creature; tyke - a small child;
459,Snover,snow - frozen precipitation; cover - conceal;
460,Abomasnow,abominable snowman - mythological arctic creature; yeti; snow - frozen precipitation;
461,Weavile,"weasel - small mammal with a long body; vile - unpleasant, wretched;"
462,Magnezone,"magnetic zone - alternative name for a magnetic field, the region near a magnet;"
463,Lickilicky,lick - touch with the tongue;
464,Rhyperior,rhino - large African mammal; superior - dominant;
465,Tangrowth,"tangle - twisted mesh of strands (e.g. vines); growth - expansion, enlargement;"
466,Electivire,electricity - energy from electric currents; wire - thin strand of metal used to conduct electricity;
467,Magmortar,magma - the melted rock in a volcano; mortar - a type of cannon;
468,Togekiss,toge - Japanese for ‘spike’; kiss - display of affection;
469,Yanmega,yanma - Japanese for ‘large dragonfly’; Meganeura - an extinct species of insect;
470,Leafeon,leaf - plant foliage; eon - long period of time (implying evolution);
471,Glaceon,glacier - a mass of ice; eon - long period of time (implying evolution);
472,Gliscor,glide - to float with wings; scorpion - creature with pincers and a stinger in its tail;
473,Mamoswine,mammoth - a prehistoric woolly mammal; swine - of or relating to pigs;
474,Porygon-Z,polygon - a many sided figure; z - 3rd axis in coordinates;
475,Gallade,"gallant - brave, chivalrous; blade - the flat cutting part of a knife, sword, etc.;"
476,Probopass,proboscis - relating to the nose; compass - instrument that determines direction;
477,Dusknoir,dusk - the partial darkness between day and night; noir - French for ‘black’;
478,Froslass,frost - frozen moisture; lass - a young female;
479,Rotom,motor - Rotom is ‘motor’ backwards;
480,Uxie,"you - personal pronoun; pixie - a small, often mischievous fairy;"
481,Mesprit,"me - personal pronoun; sprite - a small, often mischievous fairy;"
482,Azelf,"us - personal pronoun; elf - a small, often mischievous fairy;"
483,Dialga,diamond - precious stone; game of which Dialga is the mascot; dragon - mythical fire-breathing creature;
484,Palkia,pearl - precious stone; game of which Palkia is the mascot; kai - Japanese for ‘ocean’;
485,Heatran,"heat - to increase in temperature; transfer - to move from one place to another, esp. heat through metal;"
486,Regigigas,regi - (Latin) of or relating to royalty; gigas - giant;
487,Giratina,"girasol - a red opal; platina - an alloy of platinum, the game of which it is the mascot;"
488,Cresselia,crescent - a phase of the moon; Selene - Greek goddess of the moon;
489,Phione,"fairy - imp, sprite; clione - sea angels;"
490,Manaphy,"mana - mythological energy used for magic; fairy - imp, sprite;"
491,Darkrai,dark - absence of light; kurai - Japanese for ‘dark’;
492,Shaymin,shaman - intermediary between the natural and supernatural worlds;
493,Arceus,archaic - ancient; deus - Latin for ‘god’;
494,Victini,victory - a successful act; teeny - small;
495,Snivy,snake - a species of reptile; ivy - a type of plant;
496,Servine,serpent - a snake; vine - long strands of a plant;
497,Serperior,serpent - a snake; superior - better than;
498,Tepig,tepid - lukewarm; pig - farmyard animal;
499,Pignite,pig - farmyard animal; ignite - to bring flame to;
500,Emboar,ember - a flame; boar - a species of pig;
501,Oshawott,ocean - huge body of water; water - compound needed for life; otter - aquatic weasel-like mammal
502,Dewott,dew - moisture often found on grass or plants; otter - aquatic weasel-like mammal;
503,Samurott,samurai - a japanese warrior; otter - aquatic weasel-like mammal;
504,Patrat,patrol - to watch over an area; packrat - American rodent;
505,Watchog,watchdog - protective guard dog; groundhog - North American rodent;
506,Lillipup,"Lilliput - fictional island inhabited by small people; pup - puppy, baby dog;"
507,Herdier,herd - to drive animals (e.g. sheep) into a group; terrier - a breed of dog;
508,Stoutland,"stout - bold, brave; land - referring to terriers, who get their name from ‘terra’;"
509,Purrloin,purr - sound a cat makes when content; purloin - to steal;
510,Liepard,"lie - an untruth; leopard - large, spotted feline;"
511,Pansage,chimpanzee - a species of primate; sage - a herb (referring to cooking and its Grass type);
512,Simisage,simian - of or relating to primates; sage - a herb (referring to cooking and its Grass type);
513,Pansear,chimpanzee - a species of primate; sear - to heat/fry (referring to cooking and its Fire type);
514,Simisear,simian - of or relating to primates; sear - to heat/fry (referring to cooking and its Fire type);
515,Panpour,chimpanzee - a species of primate; pour - to drop or flow liquid (referring to cooking and its Water type);
516,Simipour,simian - of or relating to primates; pour - to drop or flow liquid (referring to cooking and its Water type);
517,Munna,muso - Japanese for ‘dream’; lunar - of or relating to the Moon;
518,Musharna,muso - Japanese for ‘dream’; mushamusha - Japanese for an ‘eating’ sound; lunar - of or relating to the Moon
519,Pidove,pigeon - a species of bird; dove - a species of bird;
520,Tranquill,"tranquil - quiet, peaceful; quill - feather used for writing with ink;"
521,Unfezant,"unfazed - not put off, undaunted; pheasant - a species of bird;"
522,Blitzle,blitz - a swift attack; German for ‘lightning’; little - small;
523,Zebstrika,zebra - a horse-like African mammal; strike - to hit something (incl. with lightning);
524,Roggenrola,"rock ‘n’ roller - relating to rock ‘n’ roll, a type of popular music;"
525,Boldore,boulder - large rock; ore - a mineral in its natural state;
526,Gigalith,"giga- - huge, giant; -lith - suffix referring to rock;"
527,Woobat,woo - to seduce; bat - cave-dwelling flying mammal;
528,Swoobat,swoon - to be seduced; bat - cave-dwelling flying mammal;
529,Drilbur,drill - device for making holes; burrow - dig underground;
530,Excadrill,excavate - make a hole or pit; drill - device for making holes;
531,Audino,audio - sound; I dunno' - Audino is a pun on said phrase;
532,Timburr,timber - wood;
533,Gurdurr,girder - a large steel beam;
534,Conkeldurr,concrete - stone-like material; elder - older or senior person;
535,Tympole,tympani - a type of drum; tadpole - a baby frog/toad;
536,Palpitoad,palpitation - rapid pulsation; toad - a species of amphibian;
537,Seismitoad,seismic - of or relating to earthquakes; toad - a species of amphibian;
538,Throh,throw - to toss;
539,Sawk,sock - to punch;
540,Sewaddle,sew - to join by stitches; swaddle - to bind with strips of cloth;
541,Swadloon,swaddle - to bind with strips of cloth; cocoon - a pupal casing made by some insects;
542,Leavanny,leaves - plant foliage; nanny - carer of children;
543,Venipede,venom - poison; centipede - a species of insect;
544,Whirlipede,whirl - spiral; centipede - a species of insect;
545,Scolipede,scolopendra - a species of centipede; centipede - a species of insect;
546,Cottonee,"cottony - soft like cotton, a natural material;"
547,Whimsicott,whimsy - playful humor; cotton - a natural material;
548,Petilil,petal - colored foliage of a flower; lily - a type of plant;
549,Lilligant,"lily - a type of plant; elegant - graceful, luxurious;"
550,Basculin,"bass - a species of fish; masculine - tough, bold;"
551,Sandile,sand - fine debris of rocks; crocodile - a species of reptile;
552,Krokorok,"crocodile - a species of reptile; rock - stone, boulder;"
553,Krookodile,"crook - criminal, thief; crocodile - a species of reptile;"
554,Darumaka,"daruma - daruma doll, a traditional Japanese doll; makka - Japanese for ‘red/crimson’;"
555,Darmanitan,"daruma - daruma doll, a traditional Japanese doll; orangutan - a species of ape;"
556,Maractus,maracas - rhythm instrument; cactus - a desert plant;
557,Dwebble,"dwell - live, reside; pebble - small stone;"
558,Crustle,crust - solid layer of the Earth; castle - large fortress;
559,Scraggy,"scraggy - thin, scrawny;"
560,Scrafty,"scraggy - thin, scrawny; crafty - sly, sneaky;"
561,Sigilyph,sigil - a seal or signet; glyph - a symbol;
562,Yamask,yami - Japanese for ‘darkness’; mask - face covering;
563,Cofagrigus,coffin - casket for the deceased; sarcophagus - large coffin carved from stone; egregious - outstandingly bad; shocking
564,Tirtouga,tortuga - spanish for turtle;
565,Carracosta,carapace - a hard protective covering; costa - latin for coast;
566,Archen,archaeopteryx - a reptile-like fossil bird;
567,Archeops,archaeopteryx - a reptile-like fossil bird;
568,Trubbish,"trash - waste, garbage; rubbish - waste, garbage;"
569,Garbodor,"garbage - waste, trash; odor - a bad smell;"
570,Zorua,zorro - Spanish for ‘fox’;
571,Zoroark,zorro - Spanish for ‘fox’; dark - absence of light;
572,Minccino,"mink - a weasel-like mammal; chino - tough, twilled cotton;"
573,Cinccino,"chinchilla - a small South American rodent; chino - tough, twilled cotton;"
574,Gothita,"gothic - gloomy, dark; lolita - precocious young woman;"
575,Gothorita,"gothic - gloomy, dark; señorita - Spanish for ‘Miss’, referring to a woman;"
576,Gothitelle,"gothic - gloomy, dark; mademoiselle - French for ‘Miss’, referring to a woman;"
577,Solosis,solo - single; one; mitosis - cell division;
578,Duosion,duo - double; two; fusion - come together;
579,Reuniclus,reunite - come together; nucleus - core of a biological cell;
580,Ducklett,duck - a species of bird; -lett - suffix meaning ‘small’;
581,Swanna,swan - a species of bird;
582,Vanillite,vanilla - standard ice cream flavor; delight - great pleasure (often in relation to food);
583,Vanillish,vanilla - standard ice cream flavor; delish - slang for ‘delicious’;
584,Vanilluxe,vanilla - standard ice cream flavor; deluxe - high quality;
585,Deerling,deer - a species of mammal with antlers; -ling - suffix meaning ‘small’;
586,Sawsbuck,"S.A.W.S. - initials for the four seasons: Summer, Autumn, Winter, Spring; buck - male deer;"
587,Emolga,momonga - Japanese scientific name of the ‘dwarf flying squirrel’;
588,Karrablast,scarab - a species of beetle; blast - an explosion;
589,Escavalier,escargot - French for ‘snail’; cavalier - knight; mounted soldier;
590,Foongus,fungus - cell-based plants;
591,Amoonguss,among us - from the phrase ‘a fungus among us’;
592,Frillish,"frill - a trimming, e.g. lace; jellyfish - marine creature;"
593,Jellicent,"jellyfish - marine creature; magnificent - beautiful, extravagant;"
594,Alomomola,mola mola - a species of fish;
595,Joltik,jolt - a sudden movement or burst of electricity; tick - a mite-like parasite;
596,Galvantula,"galvanize - stimulate by an electric current; tarantula - a large, hairy spider;"
597,Ferroseed,ferrous - of or containing iron; seed - premature ungrown plant;
598,Ferrothorn,ferrous - of or containing iron; thorn - sharp spine on a plant;
599,Klink,clink - sound of metal clashing;
600,Klang,clang - sound of metal clashing;
601,Klinklang,clink - sound of metal clashing; clang - sound of metal clashing;
602,Tynamo,tyke - a small child; dynamo - electric generator;
603,Eelektrik,eel - snake-like marine creature; electric - of or relating to electricity;
604,Eelektross,"eel - snake-like marine creature; electric - of or relating to electricity; gross - great, large"
605,Elgyem,L.G.M. - initials for ‘Little Green Man’ i.e. an alien;
606,Beheeyem,"B.E.M. - initials for ‘Bug Eyed Monster’, i.e. an alien;"
607,Litwick,lit - on fire or producing light; wick - candle ‘fuel’;
608,Lampent,"lamp - device producing light, usually via a flame; lambent - softly flickering flame;"
609,Chandelure,"chandelier - large, decorative light fixture; lure - attract or entice, often for evil means;"
610,Axew,"axe - implement used for chopping; askew - out of line, off-center;"
611,Fraxure,fracture - to break or crack; axe - implement used for chopping;
612,Haxorus,hack - to chop repeatedly; axe - implement used for chopping; -saurus - common dinosaur suffix
613,Cubchoo,cub - a young bear; atchoo - the sound of sneezing;
614,Beartic,"bear - large, powerful mammal; arctic - frozen region at the very top of the Earth;"
615,Cryogonal,cryogenic - of or relating to very low temperatures; polygonal - multi-sided shape;
616,Shelmet,shell - hard cover; helmet - hard covering of the head;
617,Accelgor,accelerate - to increase in speed; escargot - French for ‘snail’;
618,Stunfisk,stun - to immobilize temporarily; fish - marine creature; disk - flat circular shape
619,Mienfoo,mien - dignified manner; kung fu - Chinese martial art;
620,Mienshao,mien - dignified manner; shaolin - Chinese martial art;
621,Druddigon,dragon - mythical fire-breathing creature; ruddy - reddish color;
622,Golett,golem - stone figure from jewish folklore; -lett - suffix meaning ‘small’;
623,Golurk,golem - stone figure from jewish folklore; lurk - to lie or wait in concealment;
624,Pawniard,pawn - the least important chess piece; poniard - a dagger;
625,Bisharp,bishop - a chess piece; sharp - pointed;
626,Bouffalant,bouffant - hair style; buffalo - a large ox;
627,Rufflet,ruffle - to shake feathers; -let - suffix meaning ‘small’;
628,Braviary,brave - courageous; aviary - a place where birds are kept;
629,Vullaby,vulture - a species of bird; lullaby - a song used to lull people to sleep;
630,Mandibuzz,mandible - jaw bone; buzzard - a species of bird;
631,Heatmor,heat more - to increase in temperature;
632,Durant,"durable - hard to break, does not wear easily; ant - a species of small insect;"
633,Deino,ein - german for ‘one’; dino - slang for ‘dinosaur’;
634,Zweilous,zwei - german for ‘two’; jealous - envious (Zweilous’ heads fight with each other);
635,Hydreigon,drei - german for ‘three’; hydra - mythical multi-headed creature; dragon - mythical fire-breathing creature
636,Larvesta,larva - young feeding stage of an insect; Vesta - Roman goddess of the hearth;
637,Volcarona,volcano - mountain that erupts lava; corona - outline of the Sun;
638,Cobalion,cobalt - blueish-grey metal; lion - large ferocious cat;
639,Terrakion,terracotta - orange clay-based material; lion - large ferocious cat;
640,Virizion,viridian - blueish-green color; lion - large ferocious cat;
641,Tornadus,tornado - a whirlwind of destructive force; -us - common cloud suffix; possession of a given quality;
642,Thundurus,thunder - loud noise produced by a lightning strike; -us - common cloud suffix; possession of a given quality;
643,Reshiram,re - used as a softer sound than ‘ze’ to indicate a weaker character; shiro - Japanese for ‘white’;
644,Zekrom,ze - used as a harder sound than ‘re’ to indicate a stronger character; kuro - Japanese for ‘black’;
645,Landorus,land - area of ground; -us - common cloud suffix; possession of a given quality;
646,Kyurem,kyuurei - Japanese for ‘rapid cooling’;
647,Keldeo,kelpie - a supernatural water horse from Celtic folklore; rodeo - a public exhibition of cowboy skills;
648,Meloetta,melody - a song; pirouette - a ballet move;
649,Genesect,genetic - of or relating to DNA; insect - a bug;
650,Chespin,chestnut - edible nut in a spiky shell; porcupine - spiny rodent;
651,Quilladin,"quill - sharp feather/needle; paladin - heroic, chivalrous knight;"
652,Chesnaught,"chestnut - edible nut in a spiky shell; juggernaught - large, destructive force;"
653,Fennekin,"fennec - species of fox; kin - friendship, affinity;"
654,Braixen,braise - to simmer over heat; vixen - a female fox;
655,Delphox,Delphic oracle - the most important oracle in Greek mythology; fox - vulpine mammal;
656,Froakie,"frog - a species of amphibian; croaky - husky, squawking noise made by frogs;"
657,Frogadier,frog - a species of amphibian; brigadier - an army rank;
658,Greninja,grenouille - French for ‘frog’; ninja - stealthy martial art;
659,Bunnelby,"bunny - slang for rabbit, a small mammal with long ears; tunnel - to burrow underground;"
660,Diggersby,"digger - one who excavates earth; bunny - slang for rabbit, a small mammal with long ears;"
661,Fletchling,"fletch - a feather, as used on a dart/arrow; fledgling - a young bird learning to fly;"
662,Fletchinder,"fletch - a feather, as used on a dart/arrow; cinder - ashes;"
663,Talonflame,talon - a bird’s claw (especially birds of prey); flame - fire;
664,Scatterbug,scatter - throw or distribute across a large area; bug - insect; suffix meaning ‘enthusiast’;
665,Spewpa,spew - vomit; pupa - immobile cocoon stage of an insect;
666,Vivillon,"vivify - bring to life, animate; papillon - French for ‘butterfly’;"
667,Litleo,little - small; leo - Latin for ‘lion’;
668,Pyroar,pyre - a bonfire; roar - deep cry of a lion/tiger;
669,Flabébé,flabra - Latin for ‘breeze’ or ‘wind’; bébé - French for ‘baby’;
670,Floette,florette - one of a cluster of small flowers;
671,Florges,flower - the blossom of a plant; gorgeous - beautiful;
672,Skiddo,skid - to slide; kiddo - slang for a child; ‘kid’ is a baby goat;
673,Gogoat,gogo - full of energy; goat - horned mammal;
674,Pancham,panda - large black & white mammal; champion - fighter who has defeated all opponents;
675,Pangoro,panda - large black & white mammal; gorogoro - Japanese term for a rumbling sound;
676,Furfrou,fur - soft hair coating; frou-frou - (French) a showy/frilly dress;
677,Espurr,ESP - Extra Sensory Perception; psychic power; purr - sound a cat makes when content;
678,Meowstic,meow - the sound a cat makes; mystic - of or relating to the occult or psychics;
679,Honedge,"hone - sharpen, refine; edge - thin, sharp side of a blade;"
680,Doublade,"double - two; blade - the flat cutting part of a sword, etc.;"
681,Aegislash,aegis - shield in Greek mythology; slash - to swipe;
682,Spritzee,spritz - to spray or squirt;
683,Aromatisse,"aromatic - fragrant, sweet-scented; -isse - French suffix for feminine nouns;"
684,Swirlix,swirl - to move in a spiral shape; licks - to eat with the tongue;
685,Slurpuff,slurp - drink with loud sucking noises; puff - small blast (of powder etc.);
686,Inkay,"ink - dark fluid ejected by squid; okay - agreement, acceptance;"
687,Malamar,"malice - evil, spite; calamary - squid;"
688,Binacle,"bi- - prefix meaning ‘two’; barnacle - marine crustacean, typically attached to ship bottoms;"
689,Barbaracle,"barbaric - uncivilized, brutish; barnacle - marine crustacean, typically attached to ship bottoms;"
690,Skrelp,"screen - disguise, cover; kelp - seaweed;"
691,Dragalge,dragon - mythical fire-breathing creature; algae - aquatic plant family that includes seaweed;
692,Clauncher,"claw - pincer, talon; launch - throw, project;"
693,Clawitzer,"claw - pincer, talon; howitzer - a type of cannon;"
694,Helioptile,helios - Greek for ‘sun’; reptile - cold-blooded creatures such as lizards and snakes;
695,Heliolisk,helios - Greek for ‘sun’; basilisk - a type of lizard;
696,Tyrunt,Tyrannosaurus - a large bipedal dinosaur; runt - the smallest of a litter of animals;
697,Tyrantrum,Tyrannosaurus - a large bipedal dinosaur; tantrum - a display of rage or frustration;
698,Amaura,Amargasaurus - a small sauropod dinosaur; aurora - a luminous atmospheric phenomenon occurring in the arctic/antarctic;
699,Aurorus,Amargasaurus - a small sauropod dinosaur; aurora - a luminous atmospheric phenomenon occurring in the arctic/antarctic;
700,Sylveon,sylph - an invisible spirit of the air; a fairy; eon - long period of time (implying evolution);
701,Hawlucha,hawk - bird of prey; luchador - Mexican wrestler;
702,Dedenne,denki - Japanese for ‘electricity’; antennae - aerial that receives television/radio waves;
703,Carbink,carbon - core element of diamond and other minerals; clink - sound of gemstones clashing;
704,Goomy,goo - sticky substance; slimy - covered in goo;
705,Sliggoo,slime - sticky substance; goo - sticky substance;
706,Goodra,goo - sticky substance; dragon - mythical fire-breathing creature;
707,Klefki,clef - French for ‘key’; key - piece of metal for opening locks;
708,Phantump,phantom - a ghost; stump - remainder of a tree after being cut down;
709,Trevenant,tree - large plant with a trunk; revenant - one who has returned from the dead;
710,Pumpkaboo,"pumpkin - large orange fruit, often used at Halloween; peek-a-boo - childish game involving hiding and suddenly reappearing;"
711,Gourgeist,gourd - family to which pumpkins belong; poltergeist - a ghost;
712,Bergmite,iceberg - large floating mass of ice; stalagmite - column of ice rising from the floor of a cave;
713,Avalugg,avalanche - a landslide of snow; vugg - small cavity in rock or ice;
714,Noibat,noise - loud sounds; bat - cave-dwelling flying mammal;
715,Noivern,noise - loud sounds; wyvern - mythical dragon-like creature;
716,Xerneas,X - letter; game in which Xerneas appears; Cernunnos - Celtic god based on a deer (itself from the Latin ‘cervus’);
717,Yveltal,"Y - letter; game in which Yveltal appears; wyvern - mythical dragon-like creature; quetzal - colorful, long-tailed bird"
718,Zygarde,Z - letter representing third coordinate axis; garde - French for ‘guard’ or ’protect’;
719,Diancie,diamond - precious stone; ishi - Japanese for ‘rock’;
720,Hoopa,hoop - a circular band;
721,Volcanion,volcano - mountain that erupts lava; lion - large ferocious cat;
722,Rowlet,arrow - thin weapon shot from a bow; owlet - a young owl;
723,Dartrix,dart - a small arrow; strix - a genus of owls;
724,Decidueye,deciduous - tree/shrub that sheds its leaves; eye - organ of sight; close observation;
725,Litten,lit - alight (with fire); kitten - a young cat;
726,Torracat,torrid - very hot and dry; cat - domesticated feline;
727,Incineroar,incinerate - set alight; roar - deep cry of a lion/tiger;
728,Popplio,pop - burst (a bubble or balloon); sea lion - aquatic mammal;
729,Brionne,"brio - vivaciousness, enthusiasm; sissonne - common ballet step;"
730,Primarina,prima donna - leading female singer; ballerina - dancer;
731,Pikipek,picus - Latin for ‘woodpecker’; peck - strike with a beak;
732,Trumbeak,trumpet - brass instrument; beak - a bird’s bill;
733,Toucannon,toucan - brightly colored bird with a large beak; cannon - large mounted gun;
734,Yungoos,young - baby animal; mongoose - weasel-like mammal;
735,Gumshoos,gumshoe - slang for ‘detective’; mongoose - weasel-like mammal;
736,Grubbin,grub - insect larva; grubbing - digging;
737,Charjabug,charge - store electrical energy; bug - insect;
738,Vikavolt,vice - grip with two jaws; volt - unit of electricity;
739,Crabrawler,crab - marine creature; brawler - fighter;
740,Crabominable,crab - marine creature; abominable snowman - mythological arctic creature; yeti;
741,Oricorio,oriole - brightly-colored bird; choreography - dance composition; oratorio - extended musical composition
742,Cutiefly,"cutie-pie - darling, sweetheart; fly - a species of insect;"
743,Ribombee,ribbon - fancy/colorful strip of material; Bombyliidae - Scientific name of the ‘bee fly’; bee - a species of flying insect
744,Rockruff,"rock - stone, boulder; ruff - dog’s bark;"
745,Lycanroc,"lycanthrope - a werewolf; rock - stone, boulder;"
746,Wishiwashi,wishy-washy - weak; watery;
747,Mareanie,"marine - of or relating to the sea; meanie - small-minded, nasty;"
748,Toxapex,"toxic - poisonous; apex - tip, point;"
749,Mudbray,mud - dirt; bray - donkey noise;
750,Mudsdale,"mud - dirt; Clydesdale - a large, heavy breed of horse;"
751,Dewpider,dew - moisture; spider - eight-legged creature;
752,Araquanid,arachnid - a spider; aqua - relating to water;
753,Fomantis,"faux - false, artificial; mantis - a species of insect;"
754,Lurantis,"lure - attract, entice; mantis - a species of insect;"
755,Morelull,"morel - a type of mushroom; lull - soothe, put to sleep;"
756,Shiinotic,shiitake - a type of mushroom; shine - glow brightly; hypnotic - inducing sleep
757,Salandit,"salamander - lizard-like amphibian (also a mythical fire-dwelling creature); bandit - robber, outlaw;"
758,Salazzle,"salamander - lizard-like amphibian (also a mythical fire-dwelling creature); dazzle - impress, attract;"
759,Stufful,stuff - fill with material; little - small;
760,Bewear,"bear - large, powerful mammal; wear - have on as clothing; beware - warning"
761,Bounsweet,"bounce - jump, spring; sweet - sugary taste;"
762,Steenee,mangosteen - tropical tree with sweet fruit; teen - youngster;
763,Tsareena,tsarina - Russian empress; queen - female royalty;
764,Comfey,"comfy - cosy, pleasant; lei - Hawaiian flower wreath;"
765,Oranguru,orangutan - a species of ape; guru - spiritual leader; expert;
766,Passimian,pass - transfer an object; simian - of or relating to primates;
767,Wimpod,"wimp - coward, weakling; isopod - marine invertebrate with an exoskeleton;"
768,Golisopod,goliath - a giant; isopod - marine invertebrate with an exoskeleton;
769,Sandygast,sandy - covered in sand; gast - to frighten or scare;
770,Palossand,palace - large stately building; sand - fine rock debris;
771,Pyukumuku,puke - vomit; sea cucumber - marine creature;
772,Type: Null,"type - kind, group; null - nothing, nonexistent;"
773,Silvally,silver - precious metal; ally - friend;
774,Minior,mini - small; meteor - space rock;
775,Komala,coma - state of sleep or unconsciousness; koala - small marsupial;
776,Turtonator,turtle - water-based reptile; detonator - device causing an explosion;
777,Togedemaru,toge - Japanese for ‘thorn’; maru - Japanese for ‘round’;
778,Mimikyu,mimic - imitate; you - as in ‘mimic you’;
779,Bruxish,brux - to grind one’s teeth; fish - marine creature;
780,Drampa,dragon - mythical fire-breathing creature; grampa - elderly relative;
781,Dhelmise,"demise - death, termination; helm - a ship’s wheel;"
782,Jangmo-o,jangle - to rustle metallic objects; mo'o - Hawaiian for ‘dragon’;
783,Hakamo-o,haka - loud Maori war dance; mo'o - Hawaiian for ‘dragon’;
784,Kommo-o,commotion - loud noises; mo'o - Hawaiian for ‘dragon’;
785,Tapu Koko,tapu - Hawaiian for ‘holy’; kokō - Hawaiian for rooster’s cry;
786,Tapu Lele,tapu - Hawaiian for ‘holy’; pulelehua - Hawaiian for ‘butterfly’;
787,Tapu Bulu,tapu - Hawaiian for ‘holy’; bulu - Hawaiian for ‘bull’;
788,Tapu Fini,tapu - Hawaiian for ‘holy’; fin - fish appendage;
789,Cosmog,cosmos - the universe; fog - mist;
790,Cosmoem,cosmos - the universe; embryo - fetus;
791,Solgaleo,solar - of or relating to the Sun; leo - Latin for ‘lion’;
792,Lunala,lunar - of or relating to the Moon; ala - Latin for ‘wing’;
793,Nihilego,"nihilism - anarchy, desctructiveness; ego - the self;"
794,Buzzwole,buzz - low humming sound; swole - muscular;
795,Pheromosa,pheromone - attractive chemical secreted by animals; -osa - Latin female suffix;
796,Xurkitree,circuitry - electric wiring;
797,Celesteela,celestial - of or relating to space or heaven; steel - a metal alloy;
798,Kartana,katana - Japanese samurai sword;
799,Guzzlord,"guzzle - eat, devour; lord - master, royalty;"
800,Necrozma,nekros - Greek for ‘dead’; prisma - Greek for ‘prism’;
801,Magearna,machine - apparatus with connecting parts; gear - cog used in machines;
802,Marshadow,"martial art - fighting, self-defense; shadow - dark area created by blocking out light;"
803,Poipole,poison - toxic substance; pole - long stick/point;
804,Naganadel,naga - mythological cobra; nadel - German for ‘needle’;
805,Stakataka,stack - pile up objects neatly;
806,Blacephalon,blast - an explosion; cephalo- - of or relating to the head;
807,Zeraora,"zero - nil, nothing; tora - Japanese for ‘tiger’;"
808,Meltan,melt - become liquefied; tan - suffix meaning ‘small’;
809,Melmetal,melt - become liquefied; metal - solid material;
810,Grookey,groove - rhythm; monkey - a species of primate;
811,Thwackey,thwack;
812,Rillaboom,gorilla - boom;
813,Scorbunny,"scorch - to burn harshly; bunny - slang for rabbit, a small mammal with long ears;"
814,Raboot,rabbit - boot;
815,Cinderace,cinder - ace;
816,Sobble,sob - to cry; bubble - liquid sphere;
817,Drizzile,drizzle - prehensile;
818,Inteleon,intelligence - chameleon;
819,Skwovet,squirrel - covet;
820,Greedent,greedy - rodent;
821,Rookidee,rookie - chickidee;
822,Corvisquire,corvine - squire;
823,Corviknight,corvine - of or relating to crows; knight - noble cavalier;
824,Blipbug,blip - bug;
825,Dottler,dot;
826,Orbeetle,orb - beetle;
827,Nickit,nick;
828,Thievul,thieve - vulpine;
829,Gossifleur,gossypium - Latin name for the cotton plant; fleur - French for ‘flower’;
830,Eldegoss,elder - older or senior person; gossypium - Latin name for the cotton plant;
831,Wooloo,wool - a sheep’s hair;
832,Dubwool,double - wool;
833,Chewtle,chew - turtle;
834,Drednaw,dreadnought - a battleship; gnaw - to bite or chew;
835,Yamper,yap - high-pitched bark; scamper - run around playfully;
